timestep,robot_id,px,py
2602,khiv1,-1.60067,-0.651286,1.85913
2602,khiv10,0.384545,-1.39948,-2.61917
2602,khiv11,-0.531297,-1.51566,2.86986
2602,khiv12,-1.59728,0.381871,1.03944
2602,khiv13,-1.29946,-1.18109,2.36909
2602,khiv14,0.479961,1.05519,-0.551915
2602,khiv15,-0.644891,-1.59872,2.76526
2602,khiv16,1.02644,0.381594,-1.19435
2602,khiv17,0.752689,-1.10825,-2.31804
2602,khiv18,-0.461715,1.1936,0.0952246
2602,khiv19,0.586326,0.962743,-0.657501
2602,khiv2,-1.51685,-0.87804,2.10069
2602,khiv20,0.803713,0.743486,-0.926613
2602,khiv21,-1.52077,0.263784,1.23068
2602,khiv22,-1.67817,-0.227981,1.5178
2602,khiv23,-1.19308,0.843901,0.777107
2602,khiv24,-0.216525,1.19169,-0.0759231
2602,khiv25,0.179105,1.1178,-0.311657
2602,khiv26,0.999061,-0.7306,-2.02435
2602,khiv27,-1.45216,0.391293,1.1726
2602,khiv28,-0.7731,-1.53912,2.78627
2602,khiv29,-0.394778,-1.55531,3.0973
2602,khiv3,0.0423863,-1.52127,-2.9019
2602,khiv4,-0.883267,1.05237,0.49326
2602,khiv5,-0.98315,-1.42729,2.63737
2602,khiv6,1.13568,-0.0573253,-1.55236
2602,khiv7,1.1138,-0.326684,-1.73859
2602,khiv8,-1.4931,0.525986,0.949143
2602,khiv9,-1.39841,0.63057,0.949481
2603,khiv0,0.345144,1.03159,-0.508873
2603,khiv1,-1.60235,-0.645527,1.91605
2603,khiv10,0.380109,-1.402,-2.68179
2603,khiv11,-0.536121,-1.51434,2.79396
2603,khiv12,-1.5945,0.38727,1.08309
2603,khiv13,-1.30309,-1.17751,2.30647
2603,khiv14,0.484363,1.05247,-0.614534
2603,khiv15,-0.650323,-1.59672,2.8089
2603,khiv16,1.02829,0.376842,-1.25697
2603,khiv17,0.749204,-1.11197,-2.38066
2603,khiv18,-0.455846,1.1942,0.138868
2603,khiv19,0.590302,0.959713,-0.733402
2603,khiv2,-1.51941,-0.873627,2.03807
2603,khiv20,0.80728,0.738788,-0.88297
2603,khiv21,-1.51903,0.268516,1.16806
2603,khiv22,-1.67789,-0.222089,1.56144
2603,khiv23,-1.18942,0.847452,0.714488
2603,khiv24,-0.210545,1.19121,-0.0189971
2603,khiv25,0.183948,1.11621,-0.374275
2603,khiv26,0.996505,-0.735916,-1.98071
2603,khiv27,-1.44967,0.396472,1.21624
2603,khiv28,-0.777903,-1.53728,2.71037
2603,khiv29,-0.399871,-1.55505,3.03468
2603,khiv3,0.0374264,-1.52246,-2.96452
2603,khiv4,-0.878763,1.05476,0.430641
2603,khiv5,-0.987602,-1.4248,2.57475
2603,khiv6,1.13582,-0.0632228,-1.50872
2603,khiv7,1.11285,-0.332506,-1.69495
2603,khiv8,-1.49067,0.531159,0.992786
2603,khiv9,-1.39542,0.634701,0.886863
2604,khiv0,0.349957,1.02855,-0.46523
2604,khiv1,-1.60405,-0.640717,1.85343
2604,khiv10,0.374837,-1.40464,-2.63815
2604,khiv11,-0.541679,-1.51237,2.83761
2604,khiv12,-1.59216,0.392328,1.02047
2604,khiv13,-1.30707,-1.17316,2.35011
2604,khiv14,0.489223,1.0491,-0.57089
2604,khiv15,-0.65595,-1.59478,2.86583
2604,khiv16,1.03015,0.37124,-1.21333
2604,khiv17,0.744954,-1.11607,-2.33702
2604,khiv18,-0.450792,1.19488,0.0762492
2604,khiv19,0.594709,0.955792,-0.689759
2604,khiv2,-1.52209,-0.868375,2.08172
2604,khiv20,0.810498,0.734832,-0.945588
2604,khiv21,-1.51671,0.273559,1.2117
2604,khiv22,-1.67781,-0.21609,1.61837
2604,khiv23,-1.18498,0.851341,0.758131
2604,khiv24,-0.205448,1.19108,-0.0816157
2604,khiv25,0.18945,1.11408,-0.330632
2604,khiv26,0.994448,-0.740582,-2.04333
2604,khiv27,-1.44785,0.401185,1.15363
2604,khiv28,-0.783312,-1.53481,2.75402
2604,khiv29,-0.404844,-1.55455,2.95878
2604,khiv3,0.0316252,-1.52353,-2.92087
2604,khiv4,-0.873416,1.05726,0.474285
2604,khiv5,-0.992595,-1.42166,2.61839
2604,khiv6,1.13611,-0.068314,-1.57133
2604,khiv7,1.11219,-0.337563,-1.75757
2604,khiv8,-1.48791,0.536152,0.930168
2604,khiv9,-1.39171,0.639293,0.930506
2605,khiv0,0.354467,1.02621,-0.527849
2605,khiv1,-1.60572,-0.635061,1.89708
2605,khiv10,0.370357,-1.40708,-2.70077
2605,khiv11,-0.547236,-1.51052,2.89453
2605,khiv12,-1.58929,0.397704,1.06411
2605,khiv13,-1.31064,-1.16952,2.28749
2605,khiv14,0.493813,1.04622,-0.633509
2605,khiv15,-0.661006,-1.59339,2.80321
2605,khiv16,1.03222,0.365611,-1.1564
2605,khiv17,0.741399,-1.11972,-2.39964
2605,khiv18,-0.444912,1.19536,0.119893
2605,khiv19,0.59932,0.951954,-0.632833
2605,khiv2,-1.52456,-0.863914,2.0191
2605,khiv20,0.813976,0.730067,-0.901945
2605,khiv21,-1.51489,0.27828,1.14908
2605,khiv22,-1.67802,-0.210995,1.55575
2605,khiv23,-1.18126,0.854829,0.695513
2605,khiv24,-0.199566,1.19063,-0.0379724
2605,khiv25,0.195116,1.11211,-0.273706
2605,khiv26,0.991791,-0.745849,-1.99969
2605,khiv27,-1.44525,0.406315,1.19727
2605,khiv28,-0.788857,-1.53251,2.81094
2605,khiv29,-0.410652,-1.55351,3.00242
2605,khiv3,0.0266437,-1.52462,-2.98349
2605,khiv4,-0.868867,1.05956,0.411666
2605,khiv5,-0.996999,-1.41909,2.55577
2605,khiv6,1.13614,-0.074213,-1.52769
2605,khiv7,1.11113,-0.343365,-1.71393
2605,khiv8,-1.4855,0.541238,0.973811
2605,khiv9,-1.38865,0.643367,0.867887
2606,khiv0,0.358802,1.02372,-0.60375
2606,khiv1,-1.60733,-0.630222,1.83446
2606,khiv10,0.365036,-1.40963,-2.65712
2606,khiv11,-0.552146,-1.50924,2.83191
2606,khiv12,-1.58661,0.40311,1.12104
2606,khiv13,-1.31453,-1.16509,2.33114
2606,khiv14,0.498599,1.0428,-0.589866
2606,khiv15,-0.666608,-1.59146,2.84685
2606,khiv16,1.03424,0.36093,-1.21902
2606,khiv17,0.737071,-1.12373,-2.356
2606,khiv18,-0.439846,1.19594,0.0572739
2606,khiv19,0.603433,0.94886,-0.695452
2606,khiv2,-1.52715,-0.858611,2.06274
2606,khiv20,0.817675,0.725344,-0.845019
2606,khiv21,-1.51237,0.283586,1.19272
2606,khiv22,-1.67796,-0.205096,1.59939
2606,khiv23,-1.17675,0.858633,0.739156
2606,khiv24,-0.194471,1.19041,-0.100591
2606,khiv25,0.200016,1.11069,-0.336325
2606,khiv26,0.989647,-0.750476,-2.0623
2606,khiv27,-1.44334,0.410993,1.13465
2606,khiv28,-0.793669,-1.53083,2.74832
2606,khiv29,-0.415698,-1.55278,2.9398
2606,khiv3,0.0208232,-1.52558,-2.93985
2606,khiv4,-0.863474,1.06195,0.455309
2606,khiv5,-1.00193,-1.41585,2.59942
2606,khiv6,1.13633,-0.0793089,-1.59031
2606,khiv7,1.11037,-0.348408,-1.77655
2606,khiv8,-1.48266,0.54619,0.911192
2606,khiv9,-1.38486,0.647888,0.911531
2607,khiv0,0.36356,1.02044,-0.560107
2607,khiv1,-1.6089,-0.624535,1.8781
2607,khiv10,0.360511,-1.41198,-2.71974
2607,khiv11,-0.557627,-1.50744,2.87556
2607,khiv12,-1.58445,0.408432,1.05842
2607,khiv13,-1.31803,-1.16138,2.26852
2607,khiv14,0.502921,1.03995,-0.652484
2607,khiv15,-0.671592,-1.59002,2.78423
2607,khiv16,1.0363,0.355403,-1.17538
2607,khiv17,0.732812,-1.12796,-2.29907
2607,khiv18,-0.433959,1.19631,0.100917
2607,khiv19,0.608003,0.945053,-0.651808
2607,khiv2,-1.52953,-0.854104,2.00012
2607,khiv20,0.821034,0.721507,-0.907638
2607,khiv21,-1.51009,0.288978,1.24965
2607,khiv22,-1.67808,-0.199998,1.53677
2607,khiv23,-1.17297,0.862048,0.676537
2607,khiv24,-0.188599,1.18984,-0.0569478
2607,khiv25,0.204746,1.10907,-0.412226
2607,khiv26,0.98689,-0.755691,-2.01866
2607,khiv27,-1.44067,0.416112,1.17829
2607,khiv28,-0.799164,-1.52855,2.79197
2607,khiv29,-0.421484,-1.55163,2.98344
2607,khiv3,0.0149402,-1.52675,-2.88292
2607,khiv4,-0.858882,1.06417,0.392691
2607,khiv5,-1.00629,-1.4132,2.5368
2607,khiv6,1.13624,-0.0852074,-1.54667
2607,khiv7,1.1092,-0.354189,-1.7329
2607,khiv8,-1.47952,0.551447,0.954835
2607,khiv9,-1.38116,0.652614,0.968457
2608,khiv0,0.368361,1.01709,-0.503181
2608,khiv1,-1.61042,-0.619666,1.81548
2608,khiv10,0.355142,-1.41442,-2.6761
2608,khiv11,-0.562511,-1.50607,2.81294
2608,khiv12,-1.58175,0.413889,1.10206
2608,khiv13,-1.32184,-1.15687,2.31216
2608,khiv14,0.507744,1.03644,-0.608841
2608,khiv15,-0.677158,-1.588,2.82788
2608,khiv16,1.03824,0.350687,-1.23799
2608,khiv17,0.729392,-1.13174,-2.36169
2608,khiv18,-0.427987,1.19689,0.157843
2608,khiv19,0.612041,0.941938,-0.714427
2608,khiv2,-1.53202,-0.848753,2.04377
2608,khiv20,0.824136,0.717587,-0.983539
2608,khiv21,-1.50845,0.293785,1.18703
2608,khiv22,-1.67791,-0.194101,1.58041
2608,khiv23,-1.16839,0.865766,0.720181
2608,khiv24,-0.183509,1.18953,-0.119566
2608,khiv25,0.210165,1.10675,-0.368583
2608,khiv26,0.984658,-0.760277,-2.08128
2608,khiv27,-1.43872,0.420561,1.11568
2608,khiv28,-0.803946,-1.52678,2.72935
2608,khiv29,-0.427404,-1.55066,3.04037
2608,khiv3,0.0100021,-1.52803,-2.94554
2608,khiv4,-0.853444,1.06646,0.436334
2608,khiv5,-1.01116,-1.40987,2.58044
2608,khiv6,1.13636,-0.0912057,-1.48974
2608,khiv7,1.10835,-0.359218,-1.79552
2608,khiv8,-1.47657,0.556096,0.892217
2608,khiv9,-1.37824,0.656796,0.905838
2609,khiv0,0.3733,1.01397,-0.446255
2609,khiv1,-1.61188,-0.613951,1.85913
2609,khiv10,0.350573,-1.41669,-2.73872
2609,khiv11,-0.567962,-1.50417,2.85658
2609,khiv12,-1.57949,0.418994,1.03944
2609,khiv13,-1.32527,-1.1531,2.24954
2609,khiv14,0.512693,1.03317,-0.551915
2609,khiv15,-0.682109,-1.58647,2.76526
2609,khiv16,1.0402,0.345122,-1.19435
2609,khiv17,0.72586,-1.13528,-2.43759
2609,khiv18,-0.422946,1.19766,0.0952246
2609,khiv19,0.616518,0.938097,-0.670784
2609,khiv2,-1.53432,-0.844202,1.98115
2609,khiv20,0.827436,0.712698,-0.939896
2609,khiv21,-1.50624,0.298855,1.23068
2609,khiv22,-1.67793,-0.189002,1.5178
2609,khiv23,-1.16454,0.86911,0.657562
2609,khiv24,-0.177648,1.18886,-0.0759231
2609,khiv25,0.214913,1.10488,-0.431201
2609,khiv26,0.981804,-0.765439,-2.03764
2609,khiv27,-1.43556,0.425038,1.15932
2609,khiv28,-0.809398,-1.5244,2.77299
2609,khiv29,-0.432474,-1.55011,2.97775
2609,khiv3,0.00510492,-1.52903,-3.02144
2609,khiv4,-0.848811,1.06859,0.373715
2609,khiv5,-1.01622,-1.40666,2.63737
2609,khiv6,1.13674,-0.0962907,-1.55236
2609,khiv7,1.10707,-0.364975,-1.75188
2609,khiv8,-1.47291,0.56071,0.93586
2609,khiv9,-1.37463,0.661458,0.949481
2610,khiv0,0.377592,1.0118,-0.508873
2610,khiv1,-1.6133,-0.609054,1.79651
2610,khiv10,0.345159,-1.41903,-2.69507
2610,khiv11,-0.573579,-1.50226,2.91351
2610,khiv12,-1.57669,0.424388,1.08309
2610,khiv13,-1.329,-1.14852,2.29319
2610,khiv14,0.51705,1.03046,-0.614534
2610,khiv15,-0.687738,-1.58454,2.8089
2610,khiv16,1.04205,0.34037,-1.25697
2610,khiv17,0.721388,-1.13912,-2.39395
2610,khiv18,-0.417973,1.19816,0.0193232
2610,khiv19,0.620496,0.934907,-0.733402
2610,khiv2,-1.5367,-0.838805,2.02479
2610,khiv20,0.830954,0.707838,-0.88297
2610,khiv21,-1.50451,0.303606,1.16806
2610,khiv22,-1.67765,-0.183109,1.56144
2610,khiv23,-1.15989,0.87274,0.701205
2610,khiv24,-0.172566,1.18844,-0.138542
2610,khiv25,0.220285,1.10245,-0.387558
2610,khiv26,0.979485,-0.769981,-2.10025
2610,khiv27,-1.43354,0.428891,1.0967
2610,khiv28,-0.814145,-1.52254,2.71037
2610,khiv29,-0.437411,-1.54932,2.90185
2610,khiv3,-0.000746572,-1.52978,-2.9778
2610,khiv4,-0.843331,1.07077,0.417359
2610,khiv5,-1.02067,-1.40416,2.57475
2610,khiv6,1.13688,-0.102188,-1.50872
2610,khiv7,1.10596,-0.370872,-1.69495
2610,khiv8,-1.46988,0.564839,0.873242
2610,khiv9,-1.37164,0.66559,0.886863
2611,khiv0,0.381675,1.00933,-0.46523
2611,khiv1,-1.61465,-0.603312,1.84015
2611,khiv10,0.340548,-1.42121,-2.75769
2611,khiv11,-0.579353,-1.50076,2.97043
2611,khiv12,-1.57433,0.429454,1.02047
2611,khiv13,-1.33235,-1.14468,2.23057
2611,khiv14,0.521187,1.02759,-0.690435
2611,khiv15,-0.693528,-1.58302,2.86583
2611,khiv16,1.0439,0.334768,-1.21333
2611,khiv17,0.716971,-1.14318,-2.33702
2611,khiv18,-0.412076,1.19831,0.0629665
2611,khiv19,0.624899,0.930981,-0.689759
2611,khiv2,-1.53891,-0.834211,1.96217
2611,khiv20,0.834164,0.703876,-0.945588
2611,khiv21,-1.5022,0.308643,1.2117
2611,khiv22,-1.67758,-0.17801,1.49882
2611,khiv23,-1.15597,0.87601,0.638587
2611,khiv24,-0.166719,1.18766,-0.0948984
2611,khiv25,0.224996,1.10049,-0.450177
2611,khiv26,0.976533,-0.775088,-2.05661
2611,khiv27,-1.43029,0.433306,1.14034
2611,khiv28,-0.819517,-1.5201,2.75402
2611,khiv29,-0.44315,-1.54796,2.94549
2611,khiv3,-0.00666997,-1.53073,-2.92087
2611,khiv4,-0.837836,1.07318,0.474285
2611,khiv5,-1.02566,-1.40102,2.61839
2611,khiv6,1.13717,-0.107279,-1.57133
2611,khiv7,1.1053,-0.375927,-1.75757
2611,khiv8,-1.46613,0.569381,0.916885
2611,khiv9,-1.36793,0.670182,0.930506
2612,khiv0,0.386229,1.00623,-0.408304
2612,khiv1,-1.61622,-0.597522,1.89708
2612,khiv10,0.33509,-1.42345,-2.71405
2612,khiv11,-0.584434,-1.49955,3.02736
2612,khiv12,-1.57144,0.434803,1.06411
2612,khiv13,-1.33599,-1.14004,2.27421
2612,khiv14,0.525817,1.0239,-0.646792
2612,khiv15,-0.698654,-1.58175,2.80321
2612,khiv16,1.04566,0.329982,-1.27595
2612,khiv17,0.713411,-1.14683,-2.39964
2612,khiv18,-0.406087,1.19867,0.119893
2612,khiv19,0.628816,0.927716,-0.752378
2612,khiv2,-1.54119,-0.82877,2.00582
2612,khiv20,0.837642,0.699111,-0.901945
2612,khiv21,-1.50038,0.313361,1.14908
2612,khiv22,-1.67718,-0.172124,1.54246
2612,khiv23,-1.15126,0.879551,0.68223
2612,khiv24,-0.160749,1.18706,-0.0379724
2612,khiv25,0.230321,1.09796,-0.406533
2612,khiv26,0.973708,-0.780381,-1.99969
2612,khiv27,-1.42746,0.438395,1.19727
2612,khiv28,-0.824228,-1.51815,2.6914
2612,khiv29,-0.449029,-1.54676,3.00242
2612,khiv3,-0.0116528,-1.53181,-2.98349
2612,khiv4,-0.833284,1.07548,0.411666
2612,khiv5,-1.03007,-1.39845,2.55577
2612,khiv6,1.1372,-0.113178,-1.52769
2612,khiv7,1.10423,-0.38173,-1.71393
2612,khiv8,-1.46387,0.574316,0.973811
2612,khiv9,-1.36482,0.67428,0.867887
2613,khiv0,0.39082,1.00412,-0.470923
2613,khiv1,-1.61782,-0.592681,1.83446
2613,khiv10,0.32962,-1.42591,-2.65712
2613,khiv11,-0.589837,-1.49805,3.08428
2613,khiv12,-1.569,0.439827,1.00149
2613,khiv13,-1.33985,-1.13545,2.33114
2613,khiv14,0.530595,1.02027,-0.589866
2613,khiv15,-0.704285,-1.57993,2.84685
2613,khiv16,1.04741,0.324347,-1.2323
2613,khiv17,0.709084,-1.15084,-2.356
2613,khiv18,-0.40102,1.19924,0.0572739
2613,khiv19,0.633144,0.923708,-0.708734
2613,khiv2,-1.5437,-0.823318,2.06274
2613,khiv20,0.840784,0.695095,-0.964564
2613,khiv21,-1.49797,0.318362,1.19272
2613,khiv22,-1.67701,-0.167028,1.47985
2613,khiv23,-1.14658,0.883314,0.739156
2613,khiv24,-0.155655,1.18684,-0.100591
2613,khiv25,0.235821,1.09556,-0.349607
2613,khiv26,0.971557,-0.785004,-2.0623
2613,khiv27,-1.42532,0.443295,1.2542
2613,khiv28,-0.829553,-1.51561,2.73504
2613,khiv29,-0.454074,-1.54602,2.9398
2613,khiv3,-0.0174733,-1.53277,-2.93985
2613,khiv4,-0.828715,1.0775,0.335765
2613,khiv5,-1.035,-1.39522,2.59942
2613,khiv6,1.13739,-0.118274,-1.59031
2613,khiv7,1.10348,-0.386773,-1.77655
2613,khiv8,-1.46099,0.579436,0.911192
2613,khiv9,-1.36103,0.678801,0.911531
2614,khiv0,0.395495,1.0017,-0.427279
2614,khiv1,-1.61939,-0.586994,1.8781
2614,khiv10,0.325092,-1.42826,-2.71974
2614,khiv11,-0.595009,-1.49743,3.14121
2614,khiv12,-1.56602,0.445131,1.04514
2614,khiv13,-1.34334,-1.13173,2.26852
2614,khiv14,0.535348,1.0172,-0.652484
2614,khiv15,-0.710002,-1.57856,2.78423
2614,khiv16,1.04907,0.319528,-1.29492
2614,khiv17,0.70546,-1.15443,-2.41861
2614,khiv18,-0.395133,1.19961,0.100917
2614,khiv19,0.637682,0.919783,-0.651808
2614,khiv2,-1.54607,-0.818807,2.00012
2614,khiv20,0.844171,0.690265,-0.920921
2614,khiv21,-1.49606,0.323046,1.13011
2614,khiv22,-1.67651,-0.16115,1.52349
2614,khiv23,-1.14279,0.886723,0.676537
2614,khiv24,-0.149782,1.18628,-0.0569478
2614,khiv25,0.2406,1.09378,-0.412226
2614,khiv26,0.9688,-0.790219,-2.01866
2614,khiv27,-1.42371,0.448051,1.19158
2614,khiv28,-0.835053,-1.51322,2.79197
2614,khiv29,-0.458978,-1.54505,2.8639
2614,khiv3,-0.0224745,-1.53377,-3.00247
2614,khiv4,-0.823159,1.07948,0.379408
2614,khiv5,-1.03936,-1.39256,2.5368
2614,khiv6,1.13731,-0.124173,-1.54667
2614,khiv7,1.1023,-0.392554,-1.7329
2614,khiv8,-1.45807,0.584549,0.954835
2614,khiv9,-1.35751,0.682957,0.848912
2615,khiv0,0.40006,0.999584,-0.489898
2615,khiv1,-1.62091,-0.582125,1.81548
2615,khiv10,0.319723,-1.4307,-2.6761
2615,khiv11,-0.600527,-1.49669,-3.08505
2615,khiv12,-1.56348,0.450111,0.982519
2615,khiv13,-1.34715,-1.12723,2.31216
2615,khiv14,0.540116,1.01372,-0.608841
2615,khiv15,-0.715658,-1.57762,2.82788
2615,khiv16,1.05071,0.313861,-1.25128
2615,khiv17,0.701057,-1.15836,-2.37497
2615,khiv18,-0.390057,1.2001,0.0382986
2615,khiv19,0.6418,0.916432,-0.714427
2615,khiv2,-1.54856,-0.813457,2.04377
2615,khiv20,0.847235,0.686189,-0.983539
2615,khiv21,-1.49356,0.328009,1.17375
2615,khiv22,-1.67624,-0.156058,1.46087
2615,khiv23,-1.13891,0.889878,0.600636
2615,khiv24,-0.144693,1.18596,-0.119566
2615,khiv25,0.246017,1.09145,-0.368583
2615,khiv26,0.966568,-0.794805,-2.08128
2615,khiv27,-1.42189,0.452706,1.11568
2615,khiv28,-0.839832,-1.51144,2.72935
2615,khiv29,-0.464661,-1.54347,2.90754
2615,khiv3,-0.0283122,-1.53462,-2.95882
2615,khiv4,-0.817576,1.08168,0.436334
2615,khiv5,-1.04423,-1.38923,2.58044
2615,khiv6,1.13741,-0.129271,-1.60928
2615,khiv7,1.10145,-0.397583,-1.79552
2615,khiv8,-1.45503,0.589515,0.892217
2615,khiv9,-1.35356,0.687428,0.892555
2616,khiv0,0.404641,0.997085,-0.446255
2616,khiv1,-1.62237,-0.57641,1.85913
2616,khiv10,0.315154,-1.43296,-2.73872
2616,khiv11,-0.605588,-1.49655,-3.02812
2616,khiv12,-1.56072,0.45541,1.02616
2616,khiv13,-1.35058,-1.12345,2.24954
2616,khiv14,0.544761,1.01062,-0.67146
2616,khiv15,-0.721373,-1.57654,2.76526
2616,khiv16,1.05257,0.308157,-1.19435
2616,khiv17,0.697366,-1.16188,-2.43759
2616,khiv18,-0.384163,1.20036,0.0819418
2616,khiv19,0.646308,0.912506,-0.670784
2616,khiv2,-1.55086,-0.808905,1.98115
2616,khiv20,0.85053,0.681295,-0.939896
2616,khiv21,-1.49088,0.333259,1.23068
2616,khiv22,-1.67563,-0.150191,1.50451
2616,khiv23,-1.13407,0.893243,0.644279
2616,khiv24,-0.138832,1.18529,-0.0759231
2616,khiv25,0.251605,1.08926,-0.311657
2616,khiv26,0.963713,-0.799967,-2.03764
2616,khiv27,-1.41972,0.457208,1.03977
2616,khiv28,-0.84525,-1.5091,2.77299
2616,khiv29,-0.470491,-1.54205,2.96447
2616,khiv3,-0.0333315,-1.53552,-3.02144
2616,khiv4,-0.81294,1.08381,0.373715
2616,khiv5,-1.04853,-1.3865,2.51782
2616,khiv6,1.13721,-0.135167,-1.56564
2616,khiv7,1.10017,-0.40334,-1.75188
2616,khiv8,-1.45159,0.594333,0.93586
2616,khiv9,-1.34986,0.691538,0.829937
2617,khiv0,0.409545,0.994247,-0.389329
2617,khiv1,-1.62379,-0.571513,1.79651
2617,khiv10,0.30974,-1.43531,-2.69507
2617,khiv11,-0.610865,-1.49614,-2.9712
2617,khiv12,-1.55785,0.460736,1.08309
2617,khiv13,-1.3543,-1.11888,2.29319
2617,khiv14,0.549669,1.00766,-0.627816
2617,khiv15,-0.72698,-1.57567,2.8089
2617,khiv16,1.05441,0.303402,-1.25697
2617,khiv17,0.69289,-1.16572,-2.39395
2617,khiv18,-0.379079,1.20075,0.0193232
2617,khiv19,0.650286,0.909316,-0.733402
2617,khiv2,-1.55324,-0.803508,2.02479
2617,khiv20,0.853517,0.677162,-1.00251
2617,khiv21,-1.48906,0.337975,1.16806
2617,khiv22,-1.6752,-0.144206,1.56144
2617,khiv23,-1.12926,0.896825,0.701205
2617,khiv24,-0.133749,1.18487,-0.138542
2617,khiv25,0.256447,1.08766,-0.374275
2617,khiv26,0.961395,-0.804509,-2.10025
2617,khiv27,-1.41711,0.461358,0.963873
2617,khiv28,-0.849997,-1.50724,2.71037
2617,khiv29,-0.47639,-1.54096,3.02139
2617,khiv3,-0.0391842,-1.53625,-2.9778
2617,khiv4,-0.80746,1.08599,0.417359
2617,khiv5,-1.05334,-1.38308,2.56147
2617,khiv6,1.13721,-0.140267,-1.62826
2617,khiv7,1.09923,-0.408352,-1.8145
2617,khiv8,-1.44853,0.598597,0.873242
2617,khiv9,-1.34581,0.695941,0.87358
2618,khiv0,0.414177,0.992257,-0.451947
2618,khiv1,-1.62514,-0.565771,1.84015
2618,khiv10,0.305129,-1.43748,-2.75769
2618,khiv11,-0.615697,-1.49617,-2.91427
2618,khiv12,-1.55548,0.465767,1.02047
2618,khiv13,-1.35766,-1.11503,2.23057
2618,khiv14,0.554401,1.0046,-0.690435
2618,khiv15,-0.732486,-1.5747,2.74628
2618,khiv16,1.05626,0.297801,-1.21333
2618,khiv17,0.689133,-1.16917,-2.45656
2618,khiv18,-0.373181,1.20089,0.0629665
2618,khiv19,0.65469,0.90539,-0.689759
2618,khiv2,-1.55545,-0.798914,1.96217
2618,khiv20,0.856718,0.672207,-0.958871
2618,khiv21,-1.48677,0.342969,1.2117
2618,khiv22,-1.67512,-0.139108,1.49882
2618,khiv23,-1.12534,0.900089,0.638587
2618,khiv24,-0.127902,1.18409,-0.0948984
2618,khiv25,0.261112,1.08587,-0.450177
2618,khiv26,0.958443,-0.809616,-2.05661
2618,khiv27,-1.41427,0.465453,0.887971
2618,khiv28,-0.855369,-1.5048,2.75402
2618,khiv29,-0.481448,-1.54032,2.95878
2618,khiv3,-0.0442197,-1.53706,-3.04042
2618,khiv4,-0.802788,1.08803,0.35474
2618,khiv5,-1.05759,-1.38026,2.49885
2618,khiv6,1.1369,-0.146158,-1.58462
2618,khiv7,1.09783,-0.414084,-1.77085
2618,khiv8,-1.44477,0.603138,0.916885
2618,khiv9,-1.34193,0.700524,0.930506
2619,khiv0,0.419069,0.98947,-0.408304
2619,khiv1,-1.62648,-0.560848,1.77753
2619,khiv10,0.299671,-1.43972,-2.71405
2619,khiv11,-0.620469,-1.49576,-2.97689
2619,khiv12,-1.55257,0.471086,1.06411
2619,khiv13,-1.3613,-1.11039,2.27421
2619,khiv14,0.5593,1.00187,-0.646792
2619,khiv15,-0.738175,-1.57291,2.78992
2619,khiv16,1.05802,0.293015,-1.27595
2619,khiv17,0.684584,-1.17292,-2.41292
2619,khiv18,-0.36809,1.20119,0.000347908
2619,khiv19,0.658607,0.902125,-0.752378
2619,khiv2,-1.55773,-0.793473,2.00582
2619,khiv20,0.860143,0.667281,-0.901945
2619,khiv21,-1.48494,0.347682,1.14908
2619,khiv22,-1.67473,-0.133222,1.54246
2619,khiv23,-1.12062,0.90363,0.68223
2619,khiv24,-0.122828,1.18358,-0.157517
2619,khiv25,0.266439,1.08333,-0.406533
2619,khiv26,0.956038,-0.814113,-2.11923
2619,khiv27,-1.4106,0.469971,0.931614
2619,khiv28,-0.860171,-1.50272,2.6914
2619,khiv29,-0.486771,-1.53975,3.00242
2619,khiv3,-0.0500854,-1.53769,-2.99677
2619,khiv4,-0.797267,1.09011,0.398383
2619,khiv5,-1.06233,-1.37675,2.54249
2619,khiv6,1.13681,-0.151256,-1.64724
2619,khiv7,1.09679,-0.419076,-1.83347
2619,khiv8,-1.44162,0.607252,0.854266
2619,khiv9,-1.33886,0.704592,0.867887
2620,khiv0,0.42368,0.987391,-0.470923
2620,khiv1,-1.62772,-0.555081,1.82117
2620,khiv10,0.29502,-1.44181,-2.77667
2620,khiv11,-0.625262,-1.49622,-3.05279
2620,khiv12,-1.55011,0.476099,1.00149
2620,khiv13,-1.36458,-1.10649,2.21159
2620,khiv14,0.564014,0.998715,-0.70941
2620,khiv15,-0.744191,-1.57148,2.72731
2620,khiv16,1.05977,0.287379,-1.2323
2620,khiv17,0.680091,-1.1769,-2.356
2620,khiv18,-0.362191,1.20122,0.0439912
2620,khiv19,0.662935,0.898117,-0.708734
2620,khiv2,-1.55986,-0.788838,1.9432
2620,khiv20,0.863278,0.66326,-0.964564
2620,khiv21,-1.48255,0.352658,1.19272
2620,khiv22,-1.67456,-0.128125,1.47985
2620,khiv23,-1.11665,0.906825,0.619611
2620,khiv24,-0.116998,1.18269,-0.113874
2620,khiv25,0.271113,1.08129,-0.469152
2620,khiv26,0.95299,-0.819163,-2.07559
2620,khiv27,-1.40688,0.474585,0.98854
2620,khiv28,-0.865534,-1.50012,2.73504
2620,khiv29,-0.491333,-1.53949,2.9398
2620,khiv3,-0.0560258,-1.53853,-2.93985
2620,khiv4,-0.792557,1.09206,0.335765
2620,khiv5,-1.06727,-1.37335,2.59942
2620,khiv6,1.13639,-0.157141,-1.60359
2620,khiv7,1.09529,-0.424781,-1.78983
